GENE.NAME,ID,start,end,X,PMM,seq_id,strand,bound_moiety,em_BRITE,em_BiGG_Reaction,em_CAZy,em_COG_cat,em_EC,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_Reaction,em_KEGG_TC,em_KEGG_ko,em_KEGG_rclass,em_OGs,em_PFAMs,em_Preferred_name,em_desc,em_evalue,em_max_annot_lvl,em_score,em_target,em_tcov,end_range,gene,product,protein_id,type
hli7,cds-WP_011132451.1-2,1345358,1345567,1566,PMM1398,NC_005072.1,-,NA,,,,S,,,,,,,,,"2E3E5@1|root,32YD8@2|Bacteria,1GPAR@1117|Cyanobacteria,1MMYF@1212|Prochloraceae",Chloroa_b-bind,hli7,Alternative locus ID,9.31E-44,1117|Cyanobacteria,142,59919.PMM0817,100,,,high light inducible protein,WP_011132451.1,CDS
hli16,cds-WP_011132452.1,773693,773800,904,PMM0818,NC_005072.1,-,NA,,,,S,,,,,,,,,"2B1JI@1|root,31U0X@2|Bacteria,1GI5X@1117|Cyanobacteria,1MN54@1212|Prochloraceae",,,Alternative locus ID,3.03E-16,1117|Cyanobacteria,70.5,59926.EV02_1573,76.1,,,high light inducible protein,WP_011132452.1,CDS
hli6,cds-WP_011132452.1-2,1345567,1345674,1567,PMM1399,NC_005072.1,-,NA,,,,S,,,,,,,,,"2B1JI@1|root,31U0X@2|Bacteria,1GI5X@1117|Cyanobacteria,1MN54@1212|Prochloraceae",,,Alternative locus ID,3.03E-16,1117|Cyanobacteria,70.5,59926.EV02_1573,76.1,,,high light inducible protein,WP_011132452.1,CDS
PMM0819,cds-WP_011132453.1,774456,774755,907,PMM0819,NC_005072.1,-,NA,,,,S,,,,,,,,,"2BRSG@1|root,32KSH@2|Bacteria,1GRPV@1117|Cyanobacteria,1MMNH@1212|Prochloraceae",DUF1651,,Alternative locus ID,2.16E-58,1117|Cyanobacteria,181,146891.A9601_07391,100,,,DUF1651 domain-containing protein,WP_011132453.1,CDS
ansA,cds-WP_011132455.1,776518,777483,910,PMM0821,NC_005072.1,-,NA,"ko00000,ko00001,ko01000",,,E,3.5.1.1,,,"ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110",R00485,,ko:K01424,"RC00010,RC02798","COG4448@1|root,COG4448@2|Bacteria,1G1X3@1117|Cyanobacteria,1MKKI@1212|Prochloraceae",Asparaginase_II,ansA,Alternative locus ID,2.31E-230,1117|Cyanobacteria,634,59919.PMM0821,100,,,asparaginase,WP_011132455.1,CDS
PMM0822,cds-WP_011132456.1,777485,777979,911,PMM0822,NC_005072.1,-,NA,,,,S,,,,,,,,,"2DWAE@1|root,33ZA8@2|Bacteria,1GEQT@1117|Cyanobacteria,1MMCB@1212|Prochloraceae",DUF1230,,Alternative locus ID,4.58E-109,1117|Cyanobacteria,314,59919.PMM0822,100,,,CGLD27 family protein,WP_011132456.1,CDS
rsfS,cds-WP_011132457.1,777989,778333,912,PMM0823,NC_005072.1,-,NA,"ko00000,ko03009",,,J,,,,,,,ko:K09710,,"COG0799@1|root,COG0799@2|Bacteria,1GE69@1117|Cyanobacteria,1MMEB@1212|Prochloraceae",RsfS,rsfS,"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation",7.56E-75,1117|Cyanobacteria,224,59919.PMM0823,100,,rsfS,ribosome silencing factor,WP_011132457.1,CDS
PMM0824,cds-WP_011132458.1,778323,778961,913,PMM0824,NC_005072.1,-,NA,,,,S,,"GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016020,GO:0016021,GO:0031224,GO:0034357,GO:0042651,GO:0044424,GO:0044425,GO:0044436,GO:0044464",,,,,,,"2C5VM@1|root,2Z7WZ@2|Bacteria,1G0JM@1117|Cyanobacteria,1MKJU@1212|Prochloraceae",DUF3318,,Alternative locus ID,1.56E-144,1117|Cyanobacteria,408,59919.PMM0824,100,,,DUF3318 domain-containing protein,WP_011132458.1,CDS
carB,cds-WP_011132459.1,779070,782369,914,PMM0825,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000",,,F,6.3.5.5,"GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006520,GO:0006525,GO:0006526,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046394,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657,GO:1901659",M00051,"ko00240,ko00250,ko01100,map00240,map00250,map01100","R00256,R00575,R01395,R10948,R10949",,ko:K01955,"RC00002,RC00010,RC00043,RC02750,RC02798,RC03314","COG0458@1|root,COG0458@2|Bacteria,1G00J@1117|Cyanobacteria,1MKXJ@1212|Prochloraceae","CPSase_L_D2,CPSase_L_D3,MGS",carB,Carbamoyl-phosphate synthetase ammonia chain,0,1117|Cyanobacteria,2149,59919.PMM0825,100,,carB,carbamoyl-phosphate synthase large subunit,WP_011132459.1,CDS
PMM0828,cds-WP_011132462.1,784387,784563,917,PMM0828,NC_005072.1,+,NA,"ko00000,ko03009",,,S,,,,,,,ko:K14761,,"COG2501@1|root,COG2501@2|Bacteria,1G9E2@1117|Cyanobacteria",S4_2,,S4 domain,6.07E-33,1117|Cyanobacteria,114,59919.PMM0828,100,,,RNA-binding S4 domain-containing protein,WP_011132462.1,CDS
tpiA,cds-WP_011132463.1,784615,785340,918,PMM0829,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000,ko04147",,,F,5.3.1.1,"GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616","M00001,M00002,M00003","ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230",R01015,,ko:K01803,RC00423,"COG0149@1|root,COG0149@2|Bacteria,1FZYM@1117|Cyanobacteria,1MM42@1212|Prochloraceae",TIM,tpiA,Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P),5.35E-166,1117|Cyanobacteria,464,59919.PMM0829,100,,tpiA,triose-phosphate isomerase,WP_011132463.1,CDS
folP,cds-WP_011132464.1,785324,786166,919,PMM0830,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000,ko01504",,,H,2.5.1.15,"GO:0003674,GO:0003824,GO:0004156,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042364,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0046655,GO:0046656,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","M00126,M00841","ko00790,ko01100,map00790,map01100","R03066,R03067",,"ko:K00796,ko:K18824","RC00121,RC00842","COG0294@1|root,COG0294@2|Bacteria,1G050@1117|Cyanobacteria,1MKNF@1212|Prochloraceae",Pterin_bind,folP,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",2.74E-206,1117|Cyanobacteria,570,59919.PMM0830,100,,folP,dihydropteroate synthase,WP_011132464.1,CDS
chlH,cds-WP_011132465.1,786182,790189,920,PMM0831,NC_005072.1,-,NA,"ko00000,ko00001,ko01000",,,H,6.6.1.1,,,"ko00860,ko01100,ko01110,map00860,map01100,map01110",R03877,,ko:K03403,RC01012,"COG1429@1|root,COG1429@2|Bacteria,1G0W1@1117|Cyanobacteria,1MKKQ@1212|Prochloraceae","CobN-Mg_chel,DUF3479",chlH,Protoporphyrin IX,0,1117|Cyanobacteria,2635,59919.PMM0831,100,,,magnesium chelatase subunit H,WP_011132465.1,CDS
dapB,cds-WP_011132466.1,790292,791140,921,PMM0832,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000",iJN678.dapB,,E,1.17.1.8,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","M00016,M00525,M00526,M00527","ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230","R04198,R04199",,ko:K00215,RC00478,"COG0289@1|root,COG0289@2|Bacteria,1G0YC@1117|Cyanobacteria,1MKGP@1212|Prochloraceae","DapB_C,DapB_N",dapB,Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate,3.85E-198,1117|Cyanobacteria,549,59919.PMM0832,100,,dapB,4-hydroxy-tetrahydrodipicolinate reductase,WP_011132466.1,CDS
PMM0833,cds-WP_011132467.1,791141,791785,922,PMM0833,NC_005072.1,+,NA,,,,S,,,,,,,,,"28NVN@1|root,2ZBTP@2|Bacteria,1G54Z@1117|Cyanobacteria,1MM5X@1212|Prochloraceae",,,Alternative locus ID,1.84E-153,1117|Cyanobacteria,431,59919.PMM0833,100,,,hypothetical protein,WP_011132467.1,CDS
ubiH,cds-WP_011132468.1,791807,792961,923,PMM0834,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000",,,CH,,"GO:0000166,GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016491,GO:0016705,GO:0016709,GO:0036094,GO:0042180,GO:0042181,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0048037,GO:0050660,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071949,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901661,GO:1901663",M00117,"ko00130,ko01100,ko01110,map00130,map01100,map01110","R04989,R08773",,ko:K03185,RC02670,"COG0654@1|root,COG0654@2|Bacteria,1FZY0@1117|Cyanobacteria,1MMAW@1212|Prochloraceae",FAD_binding_3,ubiH,Alternative locus ID,2.38E-273,1117|Cyanobacteria,748,59919.PMM0834,100,,,FAD-dependent monooxygenase,WP_011132468.1,CDS
PMM0835,cds-WP_011132469.1,792967,793161,924,PMM0835,NC_005072.1,+,NA,,,,S,,,,,,,,,"2BKP0@1|root,32F4J@2|Bacteria,1GJY5@1117|Cyanobacteria,1MN4I@1212|Prochloraceae",DUF2949,,Protein of unknown function (DUF2949),2.33E-24,1117|Cyanobacteria,92.8,93060.P9215_10671,96.9,,,DUF2949 domain-containing protein,WP_011132469.1,CDS
cds-WP_011132470.1,cds-WP_011132470.1,793199,793729,925,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2DUC2@1|root,33PW2@2|Bacteria,1GBND@1117|Cyanobacteria,1MMUM@1212|Prochloraceae",DUF3038,,Alternative locus ID,5.66E-118,1117|Cyanobacteria,338,59919.PMM0836,100,,,DUF3038 domain-containing protein,WP_011132470.1,CDS
cds-WP_011132471.1,cds-WP_011132471.1,793731,794351,926,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2A3SB@1|root,30SA7@2|Bacteria,1GIEE@1117|Cyanobacteria,1MKTU@1212|Prochloraceae",DUF4335,,Alternative locus ID,5.49E-142,1117|Cyanobacteria,401,59919.PMM0837,100,,,DUF4335 domain-containing protein,WP_011132471.1,CDS
mfd,cds-WP_011132473.1,795015,798530,928,PMM0839,NC_005072.1,-,NA,"ko00000,ko00001,ko01000,ko03400",,,L,,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363",,"ko03420,map03420",,,ko:K03723,,"COG1197@1|root,COG1197@2|Bacteria,1G1B8@1117|Cyanobacteria,1MKVK@1212|Prochloraceae","CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF",mfd,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",0,1117|Cyanobacteria,2278,59919.PMM0839,100,,mfd,transcription-repair coupling factor,WP_011132473.1,CDS
terC,cds-WP_011132474.1,798605,799315,929,PMM0840,NC_005072.1,+,NA,,,,P,,,,,,,,,"COG0861@1|root,COG0861@2|Bacteria,1G1PC@1117|Cyanobacteria,1MM7Z@1212|Prochloraceae",TerC,terC,"COG861 Membrane protein TerC, possibly involved in tellurium resistance Inorganic ion transport and metabolism",1.02E-145,1117|Cyanobacteria,413,59919.PMM0840,100,,,DUF475 domain-containing protein,WP_011132474.1,CDS
fmt,cds-WP_011132475.1,799312,800298,930,PMM0841,NC_005072.1,-,NA,"ko00000,ko00001,ko01000",,,J,2.1.2.9,"GO:0003674,GO:0003824,GO:0004479,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006464,GO:0006518,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",,"ko00670,ko00970,map00670,map00970",R03940,,ko:K00604,"RC00026,RC00165","COG0223@1|root,COG0223@2|Bacteria,1FZXC@1117|Cyanobacteria,1MMCE@1212|Prochloraceae","Formyl_trans_C,Formyl_trans_N",fmt,Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus,9.36E-229,1117|Cyanobacteria,630,59919.PMM0841,100,,fmt,methionyl-tRNA formyltransferase,WP_011132475.1,CDS
pmbA,cds-WP_011132476.1,800295,801647,931,PMM0842,NC_005072.1,-,NA,"ko00000,ko01002",,,S,,,,,,,ko:K03592,,"COG0312@1|root,COG0312@2|Bacteria,1G061@1117|Cyanobacteria,1MM5V@1212|Prochloraceae",PmbA_TldD,pmbA,part of proposed TldE TldD proteolytic complex,0,1117|Cyanobacteria,884,59919.PMM0842,100,,,TldD/PmbA family protein,WP_011132476.1,CDS
tldD,cds-WP_011132477.1,801650,803074,932,PMM0843,NC_005072.1,-,NA,"ko00000,ko01002",,,S,,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564",,,,,ko:K03568,,"COG0312@1|root,COG0312@2|Bacteria,1G0RA@1117|Cyanobacteria,1MKYR@1212|Prochloraceae",PmbA_TldD,tldD,part of proposed TldE TldD proteolytic complex,0,1117|Cyanobacteria,922,59919.PMM0843,100,,,TldD/PmbA family protein,WP_011132477.1,CDS
acsF,cds-WP_011132478.1,803112,804284,933,PMM0844,NC_005072.1,-,NA,"ko00000,ko00001,ko01000",,,H,1.14.13.81,"GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015979,GO:0015994,GO:0015995,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0036068,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046872,GO:0048529,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",,"ko00860,ko01100,ko01110,map00860,map01100,map01110","R06265,R06266,R06267,R10068",,ko:K04035,"RC00741,RC01491,RC01492,RC03042","COG1633@1|root,COG1633@2|Bacteria,1G013@1117|Cyanobacteria,1MM2N@1212|Prochloraceae",Rubrerythrin,acsF,"Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)",1.26E-287,1117|Cyanobacteria,785,59919.PMM0844,100,,acsF,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,WP_011132478.1,CDS
ndhV,cds-WP_011132479.1,804368,804919,934,PMM0845,NC_005072.1,-,NA,,,,S,,,,,,,,,"2ASA4@1|root,31HP9@2|Bacteria,1GEGZ@1117|Cyanobacteria,1MMP8@1212|Prochloraceae",DUF2996,,Alternative locus ID,8.96E-123,1117|Cyanobacteria,350,59919.PMM0845,100,,,DUF2996 domain-containing protein,WP_011132479.1,CDS
PMM0846,cds-WP_011132480.1,804996,805451,935,PMM0846,NC_005072.1,-,NA,,,,S,,,,,,,,,"2B86I@1|root,321F0@2|Bacteria,1GHRE@1117|Cyanobacteria,1MMJ4@1212|Prochloraceae",LapA_dom,,Alternative locus ID,5.50E-65,1117|Cyanobacteria,202,59919.PMM0846,100,,,hypothetical protein,WP_011132480.1,CDS
zam,cds-WP_011132481.1,805514,807733,936,PMM0847,NC_005072.1,-,NA,"ko00000,ko00001,ko01000,ko03016,ko03019",,,K,,"GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004527,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363",,"ko03018,map03018",,,ko:K12573,,"COG0557@1|root,COG0557@2|Bacteria,1G19X@1117|Cyanobacteria,1MKFB@1212|Prochloraceae","OB_RNB,RNB,S1",zam,Alternative locus ID,0,1117|Cyanobacteria,1438,59919.PMM0847,100,,,RNB domain-containing ribonuclease,WP_011132481.1,CDS
PMM0848,cds-WP_011132482.1,807807,808106,937,PMM0848,NC_005072.1,-,NA,,,,S,,,,,,,,,"COG2119@1|root,COG2119@2|Bacteria,1G7R2@1117|Cyanobacteria,1MMWT@1212|Prochloraceae",UPF0016,,Alternative locus ID,2.43E-55,1117|Cyanobacteria,173,59919.PMM0848,100,,,TMEM165/GDT1 family protein,WP_011132482.1,CDS
PMM0849,cds-WP_011132483.1,808108,808434,938,PMM0849,NC_005072.1,-,NA,,,,S,,,,,,,,,"COG2119@1|root,COG2119@2|Bacteria,1G80Z@1117|Cyanobacteria,1MMW7@1212|Prochloraceae",UPF0016,,Alternative locus ID,6.92E-66,1117|Cyanobacteria,201,59919.PMM0849,100,,,TMEM165/GDT1 family protein,WP_011132483.1,CDS
PMM0850,cds-WP_011132484.1,808431,808778,939,PMM0850,NC_005072.1,-,NA,ko00000,,,S,,,,,,,ko:K06940,,"COG0727@1|root,COG0727@2|Bacteria,1GIPG@1117|Cyanobacteria,1MMFZ@1212|Prochloraceae",CxxCxxCC,,Alternative locus ID,2.33E-83,1117|Cyanobacteria,245,59919.PMM0850,100,,,YkgJ family cysteine cluster protein,WP_011132484.1,CDS
PMM0851,cds-WP_011132485.1,808959,809708,940,PMM0851,NC_005072.1,+,NA,,,,S,,,,,,,,,"COG0637@1|root,COG0637@2|Bacteria,1GCTD@1117|Cyanobacteria,1MM7V@1212|Prochloraceae",HAD_2,,Alternative locus ID,3.99E-179,1117|Cyanobacteria,498,59919.PMM0851,100,,,HAD-IA family hydrolase,WP_011132485.1,CDS
PMM0852,cds-WP_011132486.1,809710,810036,941,PMM0852,NC_005072.1,+,NA,,,,S,,,,,,,,,"2B83P@1|root,321BK@2|Bacteria,1GMDQ@1117|Cyanobacteria,1MMD8@1212|Prochloraceae",DUF565,,Alternative locus ID,1.76E-68,1117|Cyanobacteria,207,59919.PMM0852,100,,,DUF565 domain-containing protein,WP_011132486.1,CDS
rpmF,cds-WP_011132487.1,810042,810218,942,PMM0853,NC_005072.1,-,NA,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",,,J,,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",,,ko:K02911,,"COG0333@1|root,COG0333@2|Bacteria,1G8ZP@1117|Cyanobacteria",Ribosomal_L32p,rpmF,Belongs to the bacterial ribosomal protein bL32 family,2.04E-31,1117|Cyanobacteria,110,59919.PMM0853,100,,rpmF,50S ribosomal protein L32,WP_011132487.1,CDS
